"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT22"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-08-22","5.14",,,"0.00","0.0","0",,"72","56","   30","   30","16.1","19.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-08-23","8.50",,,"0.00","0.0","0",,"70","57","   50","   10","17.0","21.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-08-24","7.38",,,"0.00","0.0","0",,"72","50","  360","  340","16.1","23.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-08-25","7.16",,,"0.00","0.0","0",,"79","53","   20","   30","13.0","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-08-26","7.61",,,"0.00","0.0","0",,"70","54","  220","  200","17.0","21.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-08-27","4.03",,,"0.00","0.0","0",,"75","56","  280","  250","12.1","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-08-28","7.16",,,"0.00","0.0","0",,"73","54","  250","  260","15.0","19.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-08-29","5.37",,,"0.00","0.0","0",,"73","56","  250","  230","12.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-08-30","4.25",,,"0.00","0.0","0",,"73","55","   10","  360","14.1","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-08-31","6.49",,,"0.00","0.0","0",,"72","51","   20","   20","14.1","17.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-01","4.70",,,"0.00","0.0","0",,"71","51","  210","  270","10.1","14.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-02","4.47",,,"0.00","0.0","0",,"70","50","   30","   30","10.1","13.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-03","7.38",,,"0.00","0.0","0",,"73","55","  290","  360","14.1","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-04","6.93",,,"0.00","0.0","0",,"76","52","  360","  360","17.0","23.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-05","5.82",,,"0.00","0.0","0",,"79","53","  350","  340","17.0","19.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-06","9.40",,,"0.00","0.0","0",,"83","58","  340","  340","16.1","19.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-07","6.93",,,"0.00","0.0","0",,"90","56","  320","  350","14.1","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-08","6.71",,,"0.00","0.0","0",,"77","56","  200","  190","15.0","17.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-09","11.18",,,"0.01","0.0","0",,"66","57","  210","  200","17.9","23.0",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-10","8.72",,,"0.01","0.0","0",,"68","53","   70","   40","17.0","21.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-11","9.40",,,"0.00","0.0","0",,"68","48","   20","   20","17.0","23.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-12","12.53",,,"0.00","0.0","0",,"72","50","   10","   20","21.0","23.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-13","8.05",,,"0.00","0.0","0",,"82","53","   10","   20","15.0","17.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-14","3.36",,,"0.00","0.0","0",,"79","52","  290","  290","8.9","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-15","4.25",,,"0.00","0.0","0",,"72","52","   20","   20","8.9","13.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-16","5.14",,,"0.00","0.0","0",,"76","49","  350","  350","13.0","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-17","4.92",,,"0.00","0.0","0",,"82","53","   30","   10","13.0","15.0","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-18","3.13",,,"0.00","0.0","0",,"82","53","  190","  200","8.9","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-19","4.25",,,"0.00","0.0","0",,"75","53","  290","  280","10.1","13.0","    1","    1",,,,"    1",,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-20","5.59",,,"0.00","0.0","0",,"67","50","  220","  210","12.1","15.0",,"    1",,,,"    1",,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-21","4.70",,,"0.00","0.0","0",,"61","55","  190","  200","10.1","13.0",,,,,,,,,"    1",,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-22","2.46",,,"0.01","0.0","0",,"67","53","   20","   30","14.1","16.1","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-23","3.13",,,"0.00","0.0","0",,"67","50","  300","  350","10.1","17.9","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-24","4.03",,,"0.00","0.0","0",,"70","50","   20","   10","13.0","16.1","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-25","3.80",,,"0.00","0.0","0",,"67","52","  360","  300","10.1","13.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-26","3.80",,,"0.00","0.0","0",,"67","49","  290","  310","10.1","13.0","    1",,,,,"    1",,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-27","3.80",,,"0.00","0.0","0",,"73","50","  300","  300","12.1","14.1","    1","    1",,,,"    1",,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-28","2.46",,,"0.00","0.0","0",,"77","54","  100","  260","12.1","14.1",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-29","9.62",,,"0.00","0.0","0",,"69","54","   20","   30","17.9","21.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-09-30","6.93",,,"0.00","0.0","0",,"70","46","  340","  350","15.0","17.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-01","6.71",,,"0.00","0.0","0",,"74","48","   40","   30","25.1","29.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-02","9.17",,,"0.00","0.0","0",,"64","50","   10","   20","17.9","21.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-03","16.33",,,"0.00","0.0","0",,"66","46","   10","   20","23.0","28.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-04","14.54",,,"0.00","0.0","0",,"66","47","   20","   20","21.0","25.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-05","12.75",,,"0.00","0.0","0",,"71","48","  360","  360","17.9","21.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-06","11.41",,,"0.00","0.0","0",,"75","46","   20","   20","17.0","21.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-07","2.91",,,"0.00","0.0","0",,"75","46","   30","   10","12.1","14.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-08","4.25",,,"0.00","0.0","0",,"70","46","  210","  230","8.9","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-09","3.58",,,"0.00","0.0","0",,"61","48","  170","  170","8.9","10.1",,,,,,,,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-10","3.13",,,"0.00","0.0","0",,"54","47","   40","   40","8.9","10.1",,"    1",,,,"    1",,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-11","2.91",,,"0.00","0.0","0",,"57","45","  270","   60","8.9","13.0","    1",,,,,"    1",,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-12","10.29",,,"0.08","0.0","0",,"57","48","  220","  230","16.1","21.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-13","8.72",,,"0.19","0.0","0",,"60","54","  190","  190","15.0","21.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-14","7.61",,,"0.65","0.0","0",,"64","56","  160","  200","17.0","23.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-15","10.29",,,"0.31","0.0","0",,"63","52","  210","  210","25.1","32.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-16","12.30",,,"0.00","0.0","0",,"61","47","  200","  200","29.1","38.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-17","3.58",,,"0.00","0.0","0",,"58","43","  280","  290","8.9","12.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-18","4.47",,,"0.82","0.0","0",,"64","44","  240","  240","14.1","19.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-19","11.86",,,"0.19","0.0","0",,"59","49","  170","  170","21.9","29.1","    1",,,,,,,"    1","    1","    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-20","12.75",,,"0.02","0.0","0",,"52","43","  290","  290","28.0","34.9",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-21","6.04",,,"0.25","0.0","0",,"53","40","  160","  160","23.0","25.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-22","5.82",,,"0.35","0.0","0",,"46","38","   20","   20","14.1","16.1","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-23","6.71",,,"0.00","0.0","0",,"52","42","  210","  210","16.1","21.0",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-24","4.70",,,"0.28","0.0","0",,"53","43","  260","  260","12.1","15.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-25","3.36",,,"0.00","0.0","0",,"53","44","  110","  110","10.1","13.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-26","5.59",,,"0.06","0.0","0",,"52","45","  210","  200","17.0","23.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-27","11.41",,,"0.91","0.0","0",,"58","49","  190","  210","19.9","25.9",,,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-28","8.50",,,"0.24","0.0","0",,"58","50","  210","  210","23.0","31.1","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-29","10.96",,,"0.43","0.0","0",,"60","50","  200","  210","25.9","38.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-30","6.26",,,"1.36","0.0","0",,"59","54","  160","  140","14.1","17.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-10-31","6.04",,,"0.57","0.0","0",,"60","52","  170","  170","14.1","17.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-01","6.71",,,"0.38","0.0","0",,"59","51","  160","  150","17.9","23.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-02","2.24",,,"0.22","0.0","0",,"59","51","  120","  250","8.1","8.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-03","8.05",,,"0.02","0.0","0",,"60","52","  200","  190","17.0","21.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-04","8.50",,,"0.32","0.0","0",,"64","55","  200","  210","17.0","21.9","    1",,,,,,,"    1","    1","    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-05","8.95",,,"0.03","0.0","0",,"59","46","   40","   40","17.9","23.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-06","7.83",,,"0.01","0.0","0",,"55","44","  190","  230","21.9","29.1","    1","    1",,,,"    1",,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-07","7.61",,,"0.00","0.0","0",,"54","39","  200","  200","17.9","23.0",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-08","7.61",,,"0.00","0.0","0",,"50","34","  360","   20","19.9","23.9",,,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-09","4.47",,,"0.00","0.0","0",,"48","34","   10","   10","14.1","16.1","    1",,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-10","4.92",,,"0.00","0.0","0",,"46","31","  360","   10","12.1","15.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-11","6.71",,,"0.60","0.0","0",,"48","34","  110","  130","14.1","17.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-12","6.71",,,"0.14","0.0","0",,"55","43","  230","  230","14.1","17.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-13","5.59",,,"0.21","0.0","0",,"52","46","  160","  160","13.0","15.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-14","5.82",,,"0.03","0.0","0",,"52","41","  220","  220","13.0","16.1","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-15","5.37",,,"0.00","0.0","0",,"49","37","   10","   10","13.0","15.0","    1","    1",,,,,,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-16","3.58",,,"0.22","0.0","0",,"49","36","  110","  120","14.1","17.0",,"    1",,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-17","11.86",,,"0.24","0.0","0",,"54","43","  190","  190","23.9","30.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-18","10.96",,,"0.31","0.0","0",,"50","43","  170","  160","25.1","34.9",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-19","13.42",,,"2.13","0.0","0",,"56","47","  160","  150","28.0","38.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-20","9.40",,,"0.15","0.0","0",,"52","45","  230","  230","31.1","38.9","    1",,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-21","12.30",,,"0.44","0.0","0",,"47","39","  190","  200","33.1","46.1","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-22","3.36",,,"0.00","0.0","0",,"48","37","  120","  120","10.1","13.0",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-23","5.37",,,"1.26","0.0","0",,"49","43","  210","  220","15.0","21.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-24","2.68",,,"0.00","0.0","0",,"48","39","  230","  240","12.1","14.1",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-25","8.05",,,"0.00","0.0","0",,"47","34","   10","   10","17.0","19.9","    1","    1",,,,,,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-26","8.50",,,"0.00","0.0","0",,"49","35","   20","   30","16.1","19.9","    1",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-27","3.36",,,"0.00","0.0","0",,"50","35","  130","  130","12.1","13.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-28","6.49",,,"0.11","0.0","0",,"49","36","  110","  100","15.0","17.0","    1",,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-29","9.40",,,"0.06","0.0","0",,"55","46","  120","  190","17.0","21.0",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-11-30","10.29",,,"1.40","0.0","0",,"59","46","  180","  190","23.0","30.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-01","12.30",,,"0.16","0.0","0",,"56","47","  200","  200","25.1","38.0",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-02","13.87",,,"0.77","0.0","0",,"47","45","  170","  190","25.9","36.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-03","9.84",,,"0.51","0.0","0",,"49","45","  220","  180","21.0","33.1","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-04","13.87",,,"0.56","0.0","0",,"53","45","  210","  210","25.1","33.1","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-05","11.18",,,"0.06","0.0","0",,"48","40","  210","  200","21.9","29.1",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-06","11.41",,,"0.06","0.0","0",,"45","43","  190","  190","21.0","25.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-07","10.29",,,"0.04","0.0","0",,"46","38","  200","  210","23.0","31.1",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-08","4.47",,,"0.00","0.0","0",,"44","38","  220","  240","12.1","14.1",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-09","4.70",,,"0.06","0.0","0",,"44","37","   30","  140","8.9","13.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-10","4.03",,,"0.02","0.0","0",,"45","42","  200","  220","13.0","17.9","    1","    1",,,,,,,"    1","    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-11","10.07",,,"0.12","0.0","0",,"46","42","  170","  210","19.9","25.1","    1",,,,,,,"    1","    1","    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-12","4.47",,,"0.32","0.0","0",,"44","40","  200","  190","13.0","17.0","    1",,,,,,,"    1","    1","    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-13","6.26",,,"0.09","0.0","0",,"45","38","  150","  150","13.0","14.1","    1",,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-14","3.80",,,"0.31","0.0","0",,"43","34","  140","  140","12.1","14.1","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-15","11.41",,,"0.21","0.0","0",,"40","33","  160","  190","21.9","29.1","    1",,,,,,,"    1",,"    1",,"    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-16","12.30",,,"0.89","0.0","0",,"44","38","  160","  160","23.0","30.0","    1",,,,,,,"    1",,"    1",,"    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-17","21.25",,,"0.08","0.0","0",,"47","35","  220","  220","38.0","59.1",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-18","11.86",,,"0.13","0.6","1",,"39","33","  200","  190","19.9","25.1","    1",,,,,,,"    1",,"    1",,"    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-19","12.97",,,"0.54","0.0","0",,"47","35","  180","  170","28.0","38.0",,,,,,,,,,"    1",,"    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-20","8.28",,,"0.52","0.0","0",,"45","33","  190","  180","21.9","29.1","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-21","3.80",,,"0.07","0.0","0",,"47","29","  120","  120","14.1","17.9",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-22","7.83",,,"0.13","0.0","0",,"47","39","  200","  180","25.1","34.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-23","5.59",,,"0.26","0.0","0",,"45","38","   80","   70","13.0","16.1","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-24","6.26",,,"0.01","0.0","0",,"42","37","  200","  200","14.1","17.9","    1",,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-25","9.40",,,"0.53","0.0","0",,"42","37","  120","  120","19.9","25.9","    1",,,,,,,"    1",,"    1",,"    1",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-26","10.96",,,"0.18","0.0","0",,"44","38","  180","  180","21.0","29.1","    1",,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-27","7.16",,,"0.16","0.0","0",,"46","38","  210","  200","17.0","21.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-28","3.80",,,"0.00","0.0","0",,"47","39","  110","  120","8.9","12.1",,,,,,,,,,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-29","3.80",,,"0.06","0.0","0",,"41","38","  110","  130","8.9","13.0","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-30","4.03",,,"0.00","0.0","0",,"40","32","   80","   80","8.9","12.1","    1","    1",,,,,,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-12-31","4.47",,,"0.00","0.0","0",,"38","30","   20","   30","15.0","17.9",,,,,,,,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-01","6.04",,,"0.00","0.0","0",,"41","27","   10","   10","14.1","17.0",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-02","7.16",,,"0.00","0.0","0",,"43","30","  120","  120","17.0","21.9",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-03","6.71",,,"0.16","0.0","0",,"44","29","  120","  120","16.1","19.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-04","6.26",,,"0.10","0.0","0",,"50","36","  210","  210","14.1","17.9","    1",,,,,,,"    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-05","6.93",,,"0.12","0.0","0",,"44","40","  110","  120","21.0","25.1","    1",,,,,,,"    1",,"    1",,,,
